outlier_no,subset_size,subset,node,data type,index_first_element,index_last_element
86,3,"[2, 4, 4]",12 R,CURRENT_icmp_sent,11,13
87,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,12,14
88,3,"[2, 4, 4]",12 R,CURRENT_icmp_sent,15,17
89,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,17,19
90,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,18,20
91,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,19,21
92,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,21,23
93,3,"[3, 3, 5]",12 R,CURRENT_icmp_sent,23,25
94,3,"[3, 3, 5]",12 R,CURRENT_icmp_sent,24,26
95,3,"[3, 3, 4]",12 R,CURRENT_icmp_sent,25,27
96,3,"[3, 3, 4]",12 R,CURRENT_icmp_sent,26,28
97,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,27,29
98,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,28,30
99,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,30,32
100,3,"[3, 4, 4]",12 R,CURRENT_icmp_sent,31,33
101,3,"[4, 4, 5]",12 R,CURRENT_icmp_sent,33,35
102,3,"[3, 3, 7]",13 R,CURRENT_icmp_recv,7,9
103,3,"[3, 7, 7]",13 R,CURRENT_icmp_recv,8,10
104,3,"[4, 6, 6]",13 R,CURRENT_icmp_recv,11,13
105,3,"[5, 6, 6]",13 R,CURRENT_icmp_recv,12,14
106,3,"[5, 5, 6]",13 R,CURRENT_icmp_recv,19,21
107,3,"[4, 5, 5]",13 R,CURRENT_icmp_recv,28,30
108,3,"[5, 5, 6]",13 R,CURRENT_icmp_recv,29,31
109,3,"[4, 6, 6]",13 R,CURRENT_icmp_recv,31,33
110,3,"[4, 6, 6]",13 R,CURRENT_icmp_recv,32,34
111,3,"[6, 10, 10]",13 R,CURRENT_icmp_sent,3,5
112,3,"[6, 8, 8]",13 R,CURRENT_icmp_sent,24,26
113,3,"[6, 9, 9]",13 R,CURRENT_icmp_sent,27,29
114,3,"[6, 9, 9]",13 R,CURRENT_icmp_sent,28,30
115,3,"[7, 9, 9]",13 R,CURRENT_icmp_sent,29,31
116,3,"[7, 7, 9]",13 R,CURRENT_icmp_sent,30,32
117,3,"[7, 7, 8]",13 R,CURRENT_icmp_sent,32,34
118,3,"[7, 8, 8]",13 R,CURRENT_icmp_sent,33,35
119,3,"[3, 4, 4]",2 R,CURRENT_icmp_recv,6,8
120,3,"[3, 3, 4]",2 R,CURRENT_icmp_recv,7,9
121,3,"[3, 3, 4]",2 R,CURRENT_icmp_recv,14,16
122,3,"[2, 3, 3]",2 R,CURRENT_icmp_recv,16,18
123,3,"[2, 2, 4]",2 R,CURRENT_icmp_recv,18,20
124,3,"[3, 3, 4]",2 R,CURRENT_icmp_recv,21,23
125,3,"[0, 3, 3]",2 R,CURRENT_icmp_recv,23,25
126,3,"[3, 4, 4]",2 R,CURRENT_icmp_recv,25,27
127,3,"[3, 4, 4]",2 R,CURRENT_icmp_recv,26,28
128,3,"[3, 3, 4]",2 R,CURRENT_icmp_recv,27,29
129,3,"[2, 3, 3]",2 R,CURRENT_icmp_recv,29,31
130,3,"[2, 2, 3]",2 R,CURRENT_icmp_recv,30,32
131,3,"[2, 2, 3]",2 R,CURRENT_icmp_recv,31,33
132,3,"[4, 5, 5]",2 R,CURRENT_icmp_sent,4,6
133,3,"[4, 5, 5]",2 R,CURRENT_icmp_sent,5,7
134,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,7,9
135,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,8,10
136,3,"[4, 4, 5]",2 R,CURRENT_icmp_sent,10,12
137,3,"[4, 4, 5]",2 R,CURRENT_icmp_sent,11,13
138,3,"[3, 4, 4]",2 R,CURRENT_icmp_sent,13,15
139,3,"[3, 4, 4]",2 R,CURRENT_icmp_sent,14,16
140,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,15,17
141,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,16,18
142,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,17,19
143,3,"[3, 4, 4]",2 R,CURRENT_icmp_sent,28,30
144,3,"[3, 4, 4]",2 R,CURRENT_icmp_sent,29,31
145,3,"[3, 3, 4]",2 R,CURRENT_icmp_sent,30,32
146,3,"[3, 3, 5]",2 R,CURRENT_icmp_sent,32,34
147,3,"[3, 3, 5]",2 R,CURRENT_icmp_sent,33,35
148,3,"[4, 4, 5]",3 R,CURRENT_icmp_recv,6,8
149,3,"[4, 4, 5]",3 R,CURRENT_icmp_recv,7,9
150,3,"[4, 4, 5]",3 R,CURRENT_icmp_recv,9,11
151,3,"[4, 4, 5]",3 R,CURRENT_icmp_recv,10,12
152,3,"[4, 4, 6]",3 R,CURRENT_icmp_recv,15,17
153,3,"[4, 4, 6]",3 R,CURRENT_icmp_recv,19,21
154,3,"[3, 4, 4]",3 R,CURRENT_icmp_recv,20,22
155,3,"[4, 4, 7]",3 R,CURRENT_icmp_recv,29,31
156,3,"[3, 4, 4]",3 R,CURRENT_icmp_recv,30,32
157,3,"[5, 5, 6]",3 R,CURRENT_icmp_recv,33,35
158,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,6,8
159,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,7,9
160,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,8,10
161,3,"[6, 6, 7]",3 R,CURRENT_icmp_sent,9,11
162,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,12,14
163,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,13,15
164,3,"[5, 5, 8]",3 R,CURRENT_icmp_sent,14,16
165,3,"[4, 4, 8]",3 R,CURRENT_icmp_sent,16,18
166,3,"[4, 4, 8]",3 R,CURRENT_icmp_sent,17,19
167,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,20,22
168,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,21,23
169,3,"[6, 6, 8]",3 R,CURRENT_icmp_sent,23,25
170,3,"[6, 6, 8]",3 R,CURRENT_icmp_sent,24,26
171,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,26,28
172,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,27,29
173,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,28,30
174,3,"[5, 6, 6]",3 R,CURRENT_icmp_sent,29,31
175,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,30,32
176,3,"[5, 5, 6]",3 R,CURRENT_icmp_sent,31,33
177,3,"[2, 2, 6]",4 R,CURRENT_icmp_recv,3,5
178,3,"[3, 3, 5]",4 R,CURRENT_icmp_recv,7,9
179,3,"[3, 3, 4]",4 R,CURRENT_icmp_recv,9,11
180,3,"[2, 3, 3]",4 R,CURRENT_icmp_recv,13,15
181,3,"[3, 3, 6]",4 R,CURRENT_icmp_recv,15,17
182,3,"[3, 3, 6]",4 R,CURRENT_icmp_recv,16,18
183,3,"[3, 3, 4]",4 R,CURRENT_icmp_recv,18,20
184,3,"[3, 3, 4]",4 R,CURRENT_icmp_recv,19,21
185,3,"[3, 3, 4]",4 R,CURRENT_icmp_recv,20,22
186,3,"[3, 3, 6]",4 R,CURRENT_icmp_recv,21,23
187,3,"[3, 3, 5]",4 R,CURRENT_icmp_recv,25,27
188,3,"[3, 3, 5]",4 R,CURRENT_icmp_recv,26,28
189,3,"[3, 3, 4]",4 R,CURRENT_icmp_recv,27,29
190,3,"[3, 4, 4]",4 R,CURRENT_icmp_recv,28,30
191,3,"[3, 4, 4]",4 R,CURRENT_icmp_recv,29,31
192,3,"[4, 4, 8]",4 R,CURRENT_icmp_sent,4,6
193,3,"[4, 4, 5]",4 R,CURRENT_icmp_sent,6,8
194,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,7,9
195,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,8,10
196,3,"[5, 5, 6]",4 R,CURRENT_icmp_sent,9,11
197,3,"[5, 6, 6]",4 R,CURRENT_icmp_sent,10,12
198,3,"[5, 6, 6]",4 R,CURRENT_icmp_sent,11,13
199,3,"[5, 5, 6]",4 R,CURRENT_icmp_sent,12,14
200,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,15,17
201,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,16,18
202,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,17,19
203,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,18,20
204,3,"[4, 4, 5]",4 R,CURRENT_icmp_sent,19,21
205,3,"[4, 4, 5]",4 R,CURRENT_icmp_sent,21,23
206,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,27,29
207,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,28,30
208,3,"[3, 5, 5]",4 R,CURRENT_icmp_sent,30,32
209,3,"[4, 5, 5]",4 R,CURRENT_icmp_sent,33,35
210,3,"[2, 6, 6]",6 R,CURRENT_icmp_recv,8,10
211,3,"[4, 6, 6]",6 R,CURRENT_icmp_recv,9,11
212,3,"[4, 5, 5]",6 R,CURRENT_icmp_recv,11,13
213,3,"[3, 5, 5]",6 R,CURRENT_icmp_recv,12,14
214,3,"[3, 3, 5]",6 R,CURRENT_icmp_recv,13,15
215,3,"[3, 3, 7]",6 R,CURRENT_icmp_recv,14,16
216,3,"[3, 3, 7]",6 R,CURRENT_icmp_recv,15,17
217,3,"[3, 3, 7]",6 R,CURRENT_icmp_recv,16,18
218,3,"[3, 3, 7]",6 R,CURRENT_icmp_recv,17,19
219,3,"[4, 4, 7]",6 R,CURRENT_icmp_recv,19,21
220,3,"[3, 4, 4]",6 R,CURRENT_icmp_recv,20,22
221,3,"[3, 5, 5]",6 R,CURRENT_icmp_recv,22,24
222,3,"[4, 5, 5]",6 R,CURRENT_icmp_recv,23,25
223,3,"[4, 4, 6]",6 R,CURRENT_icmp_recv,29,31
224,3,"[3, 6, 6]",6 R,CURRENT_icmp_recv,32,34
225,3,"[2, 6, 6]",6 R,CURRENT_icmp_recv,33,35
226,3,"[7, 7, 8]",6 R,CURRENT_icmp_sent,3,5
227,3,"[5, 6, 6]",6 R,CURRENT_icmp_sent,6,8
228,3,"[6, 6, 8]",6 R,CURRENT_icmp_sent,8,10
229,3,"[6, 6, 8]",6 R,CURRENT_icmp_sent,13,15
230,3,"[6, 6, 8]",6 R,CURRENT_icmp_sent,14,16
231,3,"[6, 6, 8]",6 R,CURRENT_icmp_sent,15,17
232,3,"[7, 7, 8]",6 R,CURRENT_icmp_sent,19,21
233,3,"[5, 7, 7]",6 R,CURRENT_icmp_sent,20,22
234,3,"[5, 5, 7]",6 R,CURRENT_icmp_sent,24,26
235,3,"[5, 5, 9]",6 R,CURRENT_icmp_sent,25,27
236,3,"[5, 5, 9]",6 R,CURRENT_icmp_sent,26,28
237,3,"[6, 6, 8]",6 R,CURRENT_icmp_sent,29,31
238,3,"[6, 6, 9]",6 R,CURRENT_icmp_sent,32,34
239,3,"[5, 5, 6]",8 R,CURRENT_icmp_recv,4,6
240,3,"[3, 6, 6]",8 R,CURRENT_icmp_recv,8,10
241,3,"[3, 3, 6]",8 R,CURRENT_icmp_recv,9,11
242,3,"[3, 6, 6]",8 R,CURRENT_icmp_recv,10,12
243,3,"[3, 6, 6]",8 R,CURRENT_icmp_recv,11,13
244,3,"[2, 6, 6]",8 R,CURRENT_icmp_recv,12,14
245,3,"[5, 5, 6]",8 R,CURRENT_icmp_recv,24,26
246,3,"[5, 5, 7]",8 R,CURRENT_icmp_recv,25,27
247,3,"[3, 6, 6]",8 R,CURRENT_icmp_recv,30,32
248,3,"[4, 4, 7]",8 R,CURRENT_icmp_recv,33,35
249,3,"[3, 3, 6]",8 R,CURRENT_icmp_sent,4,6
250,3,"[2, 4, 4]",8 R,CURRENT_icmp_sent,7,9
251,3,"[2, 4, 4]",8 R,CURRENT_icmp_sent,8,10
252,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,9,11
253,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,10,12
254,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,14,16
255,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,16,18
256,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,17,19
257,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,18,20
258,3,"[2, 4, 4]",8 R,CURRENT_icmp_sent,19,21
259,3,"[2, 4, 4]",8 R,CURRENT_icmp_sent,20,22
260,3,"[4, 4, 5]",8 R,CURRENT_icmp_sent,22,24
261,3,"[3, 3, 5]",8 R,CURRENT_icmp_sent,26,28
262,3,"[3, 3, 4]",8 R,CURRENT_icmp_sent,28,30
263,3,"[3, 3, 4]",8 R,CURRENT_icmp_sent,29,31
264,3,"[3, 3, 4]",8 R,CURRENT_icmp_sent,30,32
265,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,31,33
266,3,"[3, 4, 4]",8 R,CURRENT_icmp_sent,33,35
267,3,"[5, 6, 6]",9 R,CURRENT_icmp_recv,3,5
268,3,"[4, 4, 5]",9 R,CURRENT_icmp_recv,9,11
269,3,"[4, 4, 5]",9 R,CURRENT_icmp_recv,10,12
270,3,"[4, 4, 5]",9 R,CURRENT_icmp_recv,11,13
271,3,"[4, 4, 5]",9 R,CURRENT_icmp_recv,12,14
272,3,"[4, 5, 5]",9 R,CURRENT_icmp_recv,13,15
273,3,"[4, 5, 5]",9 R,CURRENT_icmp_recv,14,16
274,3,"[4, 5, 5]",9 R,CURRENT_icmp_recv,15,17
275,3,"[3, 6, 6]",9 R,CURRENT_icmp_recv,20,22
276,3,"[3, 6, 6]",9 R,CURRENT_icmp_recv,21,23
277,3,"[5, 6, 6]",9 R,CURRENT_icmp_recv,22,24
278,3,"[2, 5, 5]",9 R,CURRENT_icmp_recv,27,29
279,3,"[3, 3, 9]",9 R,CURRENT_icmp_recv,33,35
280,3,"[3, 3, 4]",9 R,CURRENT_icmp_sent,3,5
281,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,4,6
282,3,"[4, 4, 5]",9 R,CURRENT_icmp_sent,6,8
283,3,"[3, 3, 4]",9 R,CURRENT_icmp_sent,8,10
284,3,"[3, 3, 4]",9 R,CURRENT_icmp_sent,9,11
285,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,10,12
286,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,12,14
287,3,"[2, 4, 4]",9 R,CURRENT_icmp_sent,18,20
288,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,22,24
289,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,23,25
290,3,"[3, 4, 4]",9 R,CURRENT_icmp_sent,24,26
291,3,"[4, 4, 6]",9 R,CURRENT_icmp_sent,25,27
292,3,"[2, 3, 3]",9 R,CURRENT_icmp_sent,28,30
293,3,"[3, 3, 5]",9 R,CURRENT_icmp_sent,31,33
294,3,"[2, 5, 5]",9 R,CURRENT_icmp_sent,33,35
295,4,"[4, 4, 4, 5]",10 R,CURRENT_icmp_recv,9,12
296,4,"[4, 5, 5, 5]",10 R,CURRENT_icmp_recv,21,24
297,4,"[6, 6, 6, 8]",10 R,CURRENT_icmp_sent,12,15
298,4,"[6, 6, 6, 9]",10 R,CURRENT_icmp_sent,21,24
299,4,"[6, 6, 6, 7]",10 R,CURRENT_icmp_sent,30,33
300,4,"[3, 3, 3, 4]",11 R,CURRENT_icmp_recv,4,7
301,4,"[2, 2, 2, 3]",11 R,CURRENT_icmp_recv,8,11
302,4,"[2, 2, 2, 3]",11 R,CURRENT_icmp_recv,14,17
303,4,"[2, 3, 3, 3]",11 R,CURRENT_icmp_recv,23,26
304,4,"[2, 3, 3, 3]",11 R,CURRENT_icmp_recv,24,27
305,4,"[2, 3, 3, 3]",11 R,CURRENT_icmp_recv,25,28
306,4,"[2, 3, 3, 3]",11 R,CURRENT_icmp_recv,26,29
307,4,"[3, 4, 4, 4]",11 R,CURRENT_icmp_sent,12,15
308,4,"[4, 4, 4, 5]",11 R,CURRENT_icmp_sent,13,16
309,4,"[2, 4, 4, 4]",11 R,CURRENT_icmp_sent,19,22
310,4,"[2, 4, 4, 4]",11 R,CURRENT_icmp_sent,20,23
311,4,"[2, 4, 4, 4]",11 R,CURRENT_icmp_sent,22,25
312,4,"[2, 4, 4, 4]",11 R,CURRENT_icmp_sent,23,26
313,4,"[2, 4, 4, 4]",11 R,CURRENT_icmp_sent,24,27
314,4,"[3, 4, 4, 4]",11 R,CURRENT_icmp_sent,25,28
315,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,4,7
316,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,5,8
317,4,"[2, 4, 4, 4]",12 R,CURRENT_icmp_sent,10,13
318,4,"[2, 4, 4, 4]",12 R,CURRENT_icmp_sent,15,18
319,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,16,19
320,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,17,20
321,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,18,21
322,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,19,22
323,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,20,23
324,4,"[3, 3, 3, 5]",12 R,CURRENT_icmp_sent,23,26
325,4,"[3, 3, 3, 4]",12 R,CURRENT_icmp_sent,25,28
326,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,27,30
327,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,28,31
328,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,29,32
329,4,"[3, 4, 4, 4]",12 R,CURRENT_icmp_sent,30,33
330,4,"[4, 5, 5, 9]",13 R,CURRENT_icmp_recv,21,24
331,4,"[4, 6, 6, 6]",13 R,CURRENT_icmp_recv,31,34
332,4,"[4, 6, 6, 6]",13 R,CURRENT_icmp_recv,32,35
333,4,"[6, 9, 9, 9]",13 R,CURRENT_icmp_sent,27,30
334,4,"[7, 7, 7, 9]",13 R,CURRENT_icmp_sent,30,33
335,4,"[7, 7, 7, 8]",13 R,CURRENT_icmp_sent,31,34
336,4,"[3, 3, 3, 4]",2 R,CURRENT_icmp_recv,14,17
337,4,"[2, 3, 3, 3]",2 R,CURRENT_icmp_recv,15,18
338,4,"[3, 3, 3, 4]",2 R,CURRENT_icmp_recv,27,30
339,4,"[2, 3, 3, 3]",2 R,CURRENT_icmp_recv,28,31
340,4,"[4, 4, 4, 5]",2 R,CURRENT_icmp_sent,10,13
341,4,"[4, 4, 4, 5]",2 R,CURRENT_icmp_sent,11,14
342,4,"[3, 4, 4, 4]",2 R,CURRENT_icmp_sent,12,15
343,4,"[3, 4, 4, 4]",2 R,CURRENT_icmp_sent,13,16
344,4,"[3, 3, 3, 4]",2 R,CURRENT_icmp_sent,15,18
345,4,"[3, 3, 3, 4]",2 R,CURRENT_icmp_sent,30,33
346,4,"[3, 3, 3, 5]",2 R,CURRENT_icmp_sent,31,34
347,4,"[3, 3, 3, 5]",2 R,CURRENT_icmp_sent,32,35
348,4,"[4, 4, 5, 9]",3 R,CURRENT_icmp_recv,5,8
349,4,"[4, 4, 4, 5]",3 R,CURRENT_icmp_recv,6,9
350,4,"[4, 4, 4, 5]",3 R,CURRENT_icmp_recv,7,10
351,4,"[4, 4, 4, 5]",3 R,CURRENT_icmp_recv,8,11
352,4,"[4, 4, 4, 5]",3 R,CURRENT_icmp_recv,9,12
353,4,"[5, 6, 6, 6]",3 R,CURRENT_icmp_sent,7,10
354,4,"[5, 5, 5, 6]",3 R,CURRENT_icmp_sent,12,15
355,4,"[6, 6, 6, 8]",3 R,CURRENT_icmp_sent,23,26
356,4,"[6, 6, 6, 8]",3 R,CURRENT_icmp_sent,24,27
357,4,"[5, 6, 6, 6]",3 R,CURRENT_icmp_sent,25,28
358,4,"[5, 6, 6, 6]",3 R,CURRENT_icmp_sent,26,29
359,4,"[5, 6, 6, 6]",3 R,CURRENT_icmp_sent,27,30
360,4,"[3, 3, 3, 5]",4 R,CURRENT_icmp_recv,7,10
361,4,"[3, 3, 3, 4]",4 R,CURRENT_icmp_recv,8,11
362,4,"[3, 3, 3, 6]",4 R,CURRENT_icmp_recv,15,18
363,4,"[3, 3, 3, 6]",4 R,CURRENT_icmp_recv,16,19
364,4,"[3, 3, 3, 4]",4 R,CURRENT_icmp_recv,17,20
365,4,"[3, 3, 3, 4]",4 R,CURRENT_icmp_recv,18,21
366,4,"[3, 3, 3, 4]",4 R,CURRENT_icmp_recv,19,22
367,4,"[3, 3, 3, 5]",4 R,CURRENT_icmp_recv,25,28
368,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,7,10
369,4,"[5, 5, 5, 6]",4 R,CURRENT_icmp_sent,12,15
370,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,14,17
371,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,15,18
372,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,16,19
373,4,"[4, 4, 4, 5]",4 R,CURRENT_icmp_sent,19,22
374,4,"[4, 4, 4, 5]",4 R,CURRENT_icmp_sent,20,23
375,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,27,30
376,4,"[4, 5, 5, 5]",4 R,CURRENT_icmp_sent,28,31
377,4,"[3, 5, 5, 5]",4 R,CURRENT_icmp_sent,29,32
378,4,"[3, 3, 3, 7]",6 R,CURRENT_icmp_recv,14,17
379,4,"[3, 3, 3, 7]",6 R,CURRENT_icmp_recv,15,18
380,4,"[5, 6, 6, 6]",6 R,CURRENT_icmp_sent,6,9
